Date,MSFT,AMZN,KO,MA,COST,LUV,XOM,TSLA
2013-12-19,36.25,395.19,39.86,805.38,117.99,18.62,99.43,140.72
2013-12-20,36.8,402.2,40.04,817.05,118.53,18.86,98.68,143.24
2013-12-23,36.62,402.92,40.16,815.1,118.69,18.89,98.51,143.55
2013-12-24,37.08,399.2,40.19,813.2,118.69,18.93,99.22,151.41
2013-12-26,37.44,404.39,40.49,821.9,118.63,18.93,100.9,155.5
2013-12-27,37.29,398.08,40.66,827.87,118.53,18.74,101.51,151.12
2013-12-30,37.29,393.37,41.09,833.3,118.77,18.83,100.31,152.44
2013-12-31,37.41,398.79,41.31,835.46,119.02,18.84,101.2,150.429
2014-01-02,37.16,397.97,40.66,834.14,117.81,18.88,99.75,150.1
2014-01-03,36.91,396.44,40.46,830.81,117.29,19.42,99.51,149.56
2014-01-06,36.13,393.63,40.27,826.69,116.4,19.15,99.66,147.0
2014-01-07,36.41,398.03,40.39,837.09,115.86,19.53,101.07,149.36
2014-01-08,35.76,401.92,39.94,836.84,114.05,20.18,100.74,151.28
2014-01-09,35.53,401.01,39.73,843.6,118.51,20.76,99.76,147.53
2014-01-10,36.04,397.66,40.13,834.76,117.85,21.03,100.52,145.7199
2014-01-13,34.98,390.98,39.53,810.0,114.77,20.72,98.55,139.34
2014-01-14,35.78,397.54,39.69,821.71,116.23,21.43,99.12,161.27
2014-01-15,36.76,395.87,39.76,823.37,116.24,21.16,98.78,164.13
2014-01-16,36.89,395.8,39.71,825.5,115.56,21.46,98.94,170.97
2014-01-17,36.38,399.61,39.28,818.42,116.29,21.22,99.16,170.01
2014-01-21,36.17,407.05,39.92,818.48,114.93,21.3,98.5,176.68
2014-01-22,35.93,404.54,39.9,83.3,113.75,21.77,97.88,178.56
2014-01-23,36.055,399.87,39.24,82.36,112.8,21.24,96.97,181.5
2014-01-24,36.805,387.6,38.84,78.51,112.13,20.84,94.85,174.6
2014-01-27,36.03,386.28,38.73,76.05,113.08,20.61,94.92,169.62
2014-01-28,36.27,394.43,38.87,78.83,114.38,21.31,95.65,178.38
2014-01-29,36.66,384.2,37.9,77.7,112.23,20.61,95.11,175.23
2014-01-30,36.86,403.01,38.17,79.76,112.73,21.22,93.99,182.84
2014-01-31,37.84,358.69,37.82,75.68,112.36,20.95,92.16,181.41
2014-02-03,36.48,346.15,37.2,73.91,110.18,20.43,90.05,177.11
2014-02-04,36.35,347.95,37.48,73.12,110.89,20.65,90.02,178.73
2014-02-05,35.82,346.45,37.61,72.84,110.51,20.61,89.58,174.42
2014-02-06,36.18,354.59,38.03,74.9,114.26,20.96,89.8,178.38
2014-02-07,36.56,361.08,37.95,76.31,114.04,21.43,90.58,186.53
2014-02-10,36.8,360.87,38.57,76.35,113.85,21.02,89.52,196.56
2014-02-11,37.175,361.79,38.64,76.19,114.99,21.32,90.84,196.62
2014-02-12,37.47,349.25,38.51,75.97,114.81,21.21,91.08,195.32
2014-02-13,37.61,357.2,38.65,76.53,115.81,21.2,91.43,199.63
2014-02-14,37.62,357.35,38.93,77.39,116.1,21.3,94.11,198.23
2014-02-18,37.42,353.65,37.47,77.49,115.36,21.03,94.07,203.7
2014-02-19,37.51,347.38,37.1,76.65,114.91,20.95,93.95,193.64
2014-02-20,37.75,349.8,37.3,75.86,115.06,21.7,95.37,209.97
2014-02-21,37.98,346.76,37.18,75.7,113.19,21.76,95.03,209.6
2014-02-24,37.69,351.78,37.5,75.96,113.94,22.16,96.44,217.65
2014-02-25,37.54,358.32,37.77,76.74,115.46,22.3,96.31,248.0
2014-02-26,37.47,359.8,37.87,77.36,115.88,22.42,95.79,253.0
2014-02-27,37.86,360.13,38.07,77.76,116.22,22.46,95.84,252.54
2014-02-28,38.31,362.1,38.2,77.72,116.8,22.44,96.27,244.81
2014-03-03,37.78,359.78,38.12,76.73,115.75,22.3,95.5,250.56
2014-03-04,38.41,363.9,38.31,78.5,116.65,22.83,96.52,254.84
2014-03-05,38.11,372.37,38.35,78.2,116.47,23.03,93.8,252.66
2014-03-06,38.15,372.16,38.47,77.63,113.26,23.12,93.76,252.94
2014-03-07,37.9,372.06,38.55,77.94,113.5,23.1,94.99,246.21
2014-03-10,37.82,370.53,38.65,77.39,114.59,23.6,95.5,238.84
2014-03-11,38.02,368.82,38.8,77.9,114.71,23.78,94.01,234.41
2014-03-12,38.27,370.64,38.47,78.34,115.21,23.9,94.21,241.49
2014-03-13,37.89,371.51,37.97,76.62,114.41,23.6,93.64,237.79
2014-03-14,37.7,373.74,38.17,76.34,113.45,23.92,93.47,230.97
2014-03-17,38.05,375.04,38.27,77.83,113.46,23.98,94.32,233.98
2014-03-18,39.55,378.77,38.4,78.92,113.85,23.9,94.71,240.04
2014-03-19,39.27,373.23,38.14,78.31,112.85,23.77,93.73,235.84
2014-03-20,40.33,368.97,38.45,78.41,113.16,23.88,94.58,234.91
2014-03-21,40.16,360.62,38.44,75.99,113.83,23.18,94.31,228.89
2014-03-24,40.5,351.85,38.4,77.39,113.37,23.37,94.64,220.17
2014-03-25,40.34,354.71,38.62,75.28,113.93,23.7,94.91,220.44
2014-03-26,39.79,343.41,38.61,73.71,112.49,23.44,94.7,212.96
2014-03-27,39.36,338.47,38.82,73.34,112.03,23.16,96.24,207.32
2014-03-28,40.3,338.29,38.95,73.22,111.66,23.16,97.7,212.37
2014-03-31,40.99,336.365,38.66,74.7,111.68,23.61,97.68,208.45
2014-04-01,41.42,342.99,38.41,74.81,111.86,23.94,97.73,216.97
2014-04-02,41.35,341.96,38.33,74.7,111.55,24.07,97.95,230.29
2014-04-03,41.01,333.62,38.07,74.53,111.7,24.01,97.93,225.4
2014-04-04,39.87,323.0,38.22,72.18,110.65,23.81,97.36,212.225
2014-04-07,39.8,317.76,38.62,71.33,110.789,23.43,96.78,207.52
2014-04-08,39.82,327.07,38.9,71.52,112.66,23.51,97.45,215.46
2014-04-09,40.47,331.805,38.99,73.56,113.05,24.15,97.33,216.93
2014-04-10,39.36,317.11,38.89,71.17,112.08,23.13,96.78,204.19
2014-04-11,39.209,311.73,38.63,68.68,112.08,22.75,96.72,203.78
2014-04-14,39.18,315.91,38.73,71.18,112.56,22.51,97.86,198.09
2014-04-15,39.75,316.08,40.18,72.15,112.06,22.9,98.68,193.91
2014-04-16,40.4,323.68,40.59,73.93,113.49,23.54,99.94,199.11
2014-04-17,40.01,324.91,40.72,74.13,113.5,23.49,100.42,198.12
2014-04-21,39.94,330.87,40.75,74.31,114.1,23.59,100.93,204.38
2014-04-22,39.99,329.32,40.71,74.53,113.56,23.93,100.37,218.64
2014-04-23,39.69,324.58,40.73,73.36,114.79,24.08,100.5,207.99
2014-04-24,39.86,337.15,40.7,74.35,115.03,24.27,100.01,207.86
2014-04-25,39.91,303.83,41.01,70.66,115.01,23.95,100.41,199.85
2014-04-28,40.87,296.58,41.03,71.24,115.59,23.84,101.17,198.51
2014-04-29,40.51,300.38,40.57,72.03,115.4,24.19,101.45,206.92
2014-04-30,40.4,304.13,40.79,73.55,115.68,24.17,102.41,207.89
2014-05-01,40.0,307.89,40.78,74.22,115.56,24.33,101.41,207.73
2014-05-02,39.69,308.01,40.95,73.78,115.15,24.18,102.01,210.91
2014-05-05,39.43,310.05,40.76,74.82,114.49,24.26,102.91,216.61
2014-05-06,39.06,297.38,40.49,73.81,112.83,24.2,102.67,207.28
2014-05-07,39.425,292.71,40.91,73.87,111.98,24.2,103.11,201.35
2014-05-08,39.64,288.32,40.73,74.24,114.73,24.46,102.32,178.59
2014-05-09,39.54,292.24,40.87,74.38,115.39,24.36,101.95,182.26
2014-05-12,39.97,302.86,40.82,75.02,116.51,24.94,102.23,184.67
2014-05-13,40.42,304.64,41.11,74.83,116.29,24.98,102.36,190.16
2014-05-14,40.24,297.62,40.89,74.1,115.13,24.91,102.29,190.62
2014-05-15,39.6,295.19,40.52,73.08,114.35,24.76,100.78,188.59
2014-05-16,39.83,297.7,40.89,73.75,115.61,24.61,100.74,191.56
2014-05-19,39.75,296.755,40.71,73.86,116.37,25.12,100.87,196.09
2014-05-20,39.68,301.19,40.58,73.65,115.13,24.95,100.67,195.3
2014-05-21,40.35,305.01,40.87,75.63,114.52,25.11,102.03,199.45
2014-05-22,40.1,304.91,40.58,75.75,114.73,25.27,101.5,204.88
2014-05-23,40.12,312.24,40.58,76.45,114.94,25.79,101.32,207.3
2014-05-27,40.19,310.82,40.77,77.03,113.87,25.87,101.36,211.56
2014-05-28,40.01,310.16,40.58,76.93,114.24,26.43,101.06,210.24
2014-05-29,40.34,313.78,40.66,76.79,114.14,26.44,101.27,210.24
2014-05-30,40.94,312.55,40.91,76.45,116.02,26.45,100.53,207.77
2014-06-02,40.79,308.84,40.86,77.05,115.68,26.71,99.94,204.7
2014-06-03,40.29,307.19,40.88,76.35,115.51,27.2,100.39,204.94
2014-06-04,40.32,306.78,40.79,76.32,116.31,27.36,100.04,203.99
2014-06-05,41.21,323.57,40.89,76.84,117.75,27.28,100.55,206.9
2014-06-06,41.48,329.67,40.99,77.47,118.23,27.59,101.6,208.171
2014-06-09,41.27,327.5,40.91,76.86,117.78,27.45,101.52,205.31
2014-06-10,41.11,332.41,41.07,77.36,117.1,27.29,101.46,202.3
2014-06-11,40.86,335.2,40.86,76.87,116.24,26.94,101.95,204.47
2014-06-12,40.58,325.91,40.42,75.72,115.44,25.72,101.66,203.52
2014-06-13,41.23,326.27,40.37,75.94,115.3,26.3,102.65,206.42
2014-06-16,41.5,327.62,40.66,75.11,115.43,26.1,102.92,224.61
2014-06-17,41.68,325.62,40.92,74.98,115.45,26.63,102.42,231.67
2014-06-18,41.65,334.38,41.56,75.12,116.27,26.67,102.73,227.12
2014-06-19,41.51,327.0,41.79,74.27,116.26,27.08,102.63,227.79
2014-06-20,41.68,324.2,41.69,73.81,115.36,27.29,103.83,229.59
2014-06-23,41.99,327.24,41.73,74.14,115.22,26.92,104.38,237.22
2014-06-24,41.745,324.16,41.85,72.7,116.31,26.64,102.73,232.5
2014-06-25,42.03,327.44,41.96,73.04,116.27,26.97,102.14,236.891
2014-06-26,41.72,325.69,42.03,72.77,115.64,27.06,102.03,235.6
2014-06-27,42.25,324.57,42.19,73.4,115.49,27.14,101.21,239.06
2014-06-30,41.7,324.78,42.36,73.47,115.16,26.86,100.68,240.06
2014-07-01,41.87,332.39,42.29,75.53,115.44,27.73,101.36,239.72
2014-07-02,41.9,332.85,42.29,76.2,115.75,27.47,101.57,229.425
2014-07-03,41.8,337.492,42.23,76.63,116.35,27.71,102.59,229.25
2014-07-07,41.99,333.55,42.14,76.18,116.32,27.17,102.65,222.66
2014-07-08,41.78,323.81,41.94,75.69,117.46,26.7,102.83,219.07
2014-07-09,41.67,329.97,41.95,76.63,117.92,27.21,103.55,223.06
2014-07-10,41.685,327.92,42.26,75.47,118.08,27.27,102.57,219.46
2014-07-11,42.09,346.2,41.97,75.83,118.01,27.44,101.74,218.13
2014-07-14,42.14,355.32,42.38,77.33,117.36,27.6,102.68,226.7
2014-07-15,42.45,354.44,42.1,78.32,117.82,27.9,102.39,219.58
2014-07-16,44.08,355.9,42.12,78.31,117.85,28.03,103.77,217.16
2014-07-17,44.53,352.454,42.02,76.39,116.79,27.51,102.31,215.4
2014-07-18,44.69,358.66,42.43,77.5,117.7399,27.81,102.73,220.0201
2014-07-21,44.835,359.76,42.4,77.35,117.04,27.66,103.08,220.54
2014-07-22,44.83,360.84,41.19,78.27,117.55,28.05,103.54,219.58
2014-07-23,44.87,358.14,40.81,77.74,117.59,28.87,104.25,222.49
2014-07-24,44.4,358.61,40.97,77.57,118.14,28.68,104.28,223.54
2014-07-25,44.5,324.01,41.0,75.75,117.55,29.24,103.18,223.57
2014-07-28,43.97,320.41,40.68,76.19,117.12,29.21,103.25,224.82
2014-07-29,43.885,320.0,40.35,75.89,118.9,28.71,103.55,225.01
2014-07-30,43.5785,322.51,39.62,75.91,118.18,28.84,103.25,228.92
2014-07-31,43.16,312.99,39.29,74.15,117.54,28.28,98.94,223.3
2014-08-01,42.86,307.06,39.29,74.98,117.88,28.43,98.8,233.27
2014-08-04,43.37,313.65,39.4,75.68,118.15,28.43,100.13,238.52
2014-08-05,43.08,312.32,39.18,75.2,118.05,28.13,98.2,238.49
2014-08-06,42.74,313.89,39.92,75.36,119.59,28.12,98.98,248.9301
2014-08-07,43.23,311.45,39.35,74.06,117.8,28.06,98.27,252.39
2014-08-08,43.2,316.8,39.45,75.17,119.16,28.28,99.74,248.13
2014-08-11,43.2,318.33,39.57,75.63,119.18,28.64,98.73,259.32
2014-08-12,43.52,319.32,39.68,75.63,119.01,28.7,98.49,259.96
2014-08-13,44.08,326.28,39.94,76.3,118.64,29.26,99.09,260.31
2014-08-14,44.27,333.21,40.18,76.05,119.26,29.75,99.09,261.38
2014-08-15,44.79,333.63,40.88,75.21,118.57,29.76,99.03,262.01
2014-08-18,45.11,334.53,41.35,76.77,119.46,30.82,99.52,259.94
2014-08-19,45.33,335.13,41.26,76.4,120.61,30.75,99.49,256.76
2014-08-20,44.95,335.78,41.25,76.39,120.91,31.57,99.7,255.71
2014-08-21,45.22,332.91,41.41,76.99,121.62,31.24,99.28,254.34
2014-08-22,45.15,331.59,41.12,76.48,121.29,31.87,98.5,256.78
2014-08-25,45.17,334.02,41.41,75.94,121.39,32.14,98.75,262.55
2014-08-26,45.005,341.83,41.6,77.0,121.09,31.92,99.64,261.74
2014-08-27,44.87,343.18,41.6,76.64,121.24,32.23,99.53,263.25
2014-08-28,44.88,340.02,41.63,76.16,120.97,32.05,99.57,263.86
2014-08-29,45.43,339.04,41.72,75.81,121.08,32.01,99.46,269.7
2014-09-02,45.09,342.38,41.64,75.58,121.56,32.91,98.49,284.12
2014-09-03,44.96,339.0,41.78,75.94,121.35,32.58,99.11,281.19
2014-09-04,45.26,345.95,41.87,76.38,125.15,32.62,98.36,286.04
2014-09-05,45.91,346.38,41.84,76.86,127.01,32.83,99.26,277.39
2014-09-08,46.47,342.34,41.78,76.23,126.6,32.86,97.77,282.11
2014-09-09,46.76,329.75,41.94,76.07,126.11,32.91,97.39,278.48
2014-09-10,46.84,331.33,42.17,76.65,126.17,33.62,96.81,281.1
2014-09-11,47.0,330.52,41.95,75.62,125.94,33.64,97.03,280.31
2014-09-12,46.695,331.19,41.46,75.47,125.37,33.87,95.78,279.2
2014-09-15,46.24,323.89,41.5,75.24,125.71,33.86,96.29,253.86
2014-09-16,46.76,327.76,41.64,76.59,126.43,34.53,97.43,260.74
2014-09-17,46.52,324.0,41.61,76.22,126.01,34.43,97.08,261.38
2014-09-18,46.68,325.0,41.79,77.8,126.48,35.23,96.61,263.82
2014-09-19,47.52,331.32,42.05,77.28,126.5,34.56,97.12,259.32
2014-09-22,47.06,324.5,42.22,76.16,125.83,34.15,96.54,250.03
2014-09-23,46.56,323.63,41.89,75.51,125.51,33.26,96.03,250.41
2014-09-24,47.08,328.21,42.27,77.05,127.62,34.33,95.82,252.14
2014-09-25,46.04,321.93,41.78,74.72,125.66,33.64,94.25,246.95
2014-09-26,46.41,323.21,42.2,75.06,125.54,33.91,95.43,246.6
2014-09-29,46.44,321.82,42.25,74.52,125.32,33.67,94.43,245.26
2014-09-30,46.36,322.44,42.66,73.92,125.32,33.77,94.05,242.68
2014-10-01,45.9,317.46,42.74,73.32,124.76,32.55,92.86,240.24
2014-10-02,45.76,318.41,42.66,73.42,125.79,32.46,93.3,251.42
2014-10-03,46.09,322.74,43.0,74.33,127.09,33.43,93.92,255.21
2014-10-06,46.09,322.2,43.6,74.51,126.21,33.04,94.52,260.62
2014-10-07,45.53,316.98,43.92,72.94,125.27,32.23,93.37,259.57
2014-10-08,46.78,322.7,44.55,74.06,128.73,32.11,94.61,259.28
2014-10-09,45.85,315.37,43.87,71.83,128.41,31.32,91.82,257.01
2014-10-10,44.03,311.39,44.47,70.5,128.9,30.57,91.6,236.91
2014-10-13,43.65,306.45,44.07,69.78,126.97,28.88,90.84,224.59
2014-10-14,43.73,308.31,43.64,71.0,126.25,30.0,90.55,227.06
2014-10-15,43.22,305.97,43.23,71.3,124.3,30.02,90.22,229.7
2014-10-16,42.74,302.86,42.56,70.86,122.95,30.94,90.6,226.35
2014-10-17,43.63,303.64,42.88,71.56,124.65,31.05,91.21,227.48
2014-10-20,44.08,306.21,43.29,72.04,128.42,32.84,91.77,230.47
2014-10-21,44.88,315.33,40.68,74.16,130.28,34.59,93.65,235.34
2014-10-22,44.38,312.97,40.62,73.22,130.54,34.2,93.13,231.1
2014-10-23,45.02,313.18,40.86,74.09,130.59,33.25,94.11,235.29
2014-10-24,46.13,287.06,41.03,74.0,130.44,33.87,94.49,235.24
2014-10-27,45.91,289.97,40.76,74.11,130.92,34.05,93.71,221.67
2014-10-28,46.49,295.59,40.56,76.0,131.06,34.53,95.1,242.77
2014-10-29,46.62,294.12,40.96,75.99,131.93,34.13,94.59,238.1
2014-10-30,46.05,299.07,41.4,83.13,133.0,34.13,94.45,238.66
2014-10-31,46.95,305.46,41.88,83.75,133.37,34.48,96.71,241.7
2014-11-03,47.44,305.72,41.81,84.13,134.27,35.31,95.26,242.59
2014-11-04,47.57,302.81,41.82,83.99,136.55,36.43,94.52,238.93
2014-11-05,47.86,296.52,42.31,85.99,136.5,36.75,95.07,230.97
2014-11-06,48.7,296.64,42.29,85.75,137.09,37.94,96.26,241.22
2014-11-07,48.68,299.86,42.32,84.8,137.71,38.24,96.59,240.2
2014-11-10,48.89,305.11,42.39,84.85,137.69,39.12,96.28,241.93
2014-11-11,48.87,312.01,42.51,84.59,137.05,39.37,96.41,251.08
2014-11-12,48.78,311.51,42.71,84.35,136.9,39.37,95.38,249.1
2014-11-13,49.61,316.48,42.79,84.2,138.71,39.46,94.66,251.7
2014-11-14,49.58,327.82,42.73,84.05,138.48,38.95,95.09,258.68
2014-11-17,49.46,323.05,42.92,83.2,138.47,39.07,95.11,253.98
2014-11-18,48.74,324.93,43.53,83.9,139.21,39.67,94.87,257.7
2014-11-19,48.22,326.54,44.22,84.28,140.01,39.27,95.61,247.74
2014-11-20,48.7,330.54,44.25,84.6,139.25,38.87,95.82,248.71
2014-11-21,47.98,332.63,44.5,84.72,139.72,38.02,96.81,242.78
2014-11-24,47.59,335.64,44.27,84.99,139.8,38.51,95.72,246.72
2014-11-25,47.47,335.04,44.43,86.34,138.87,38.51,94.78,248.09
2014-11-26,47.75,333.57,44.29,86.56,139.75,39.28,94.48,248.44
2014-11-28,47.81,338.64,44.83,87.29,142.12,41.82,90.54,244.52
2014-12-01,48.62,326.0,44.55,87.46,141.98,40.5,92.35,231.64
2014-12-02,48.46,326.31,44.54,87.69,143.06,40.46,94.19,231.43
2014-12-03,48.08,316.5,43.8,88.32,142.69,41.05,94.95,229.3
2014-12-04,48.84,316.93,43.5,88.77,143.02,41.39,94.37,228.28
2014-12-05,48.42,312.63,43.53,89.08,143.25,41.12,93.82,223.71
2014-12-08,47.695,306.64,43.14,88.04,142.33,42.13,91.7,214.36
2014-12-09,47.59,312.5,42.04,87.84,143.04,40.73,91.38,216.89
2014-12-10,46.9,305.84,41.6,86.33,140.25,41.48,88.67,209.84
2014-12-11,47.17,307.36,41.53,87.69,141.41,41.92,89.2,208.88
2014-12-12,46.95,307.32,40.91,84.13,137.88,41.41,86.6,207.0
2014-12-15,46.67,306.07,40.57,84.61,138.19,41.58,86.9,204.04
2014-12-16,45.16,295.06,40.39,82.64,137.31,39.58,86.41,197.81
2014-12-17,45.74,298.88,41.55,84.73,139.33,40.12,89.02,205.82
2014-12-18,47.52,297.73,42.39,86.92,141.56,40.62,91.16,218.26
2014-12-19,47.66,299.9,41.95,86.44,141.77,40.26,93.64,219.29
2014-12-22,47.98,306.54,42.35,86.83,143.21,41.26,93.33,222.6
2014-12-23,48.45,306.285,42.97,87.63,144.15,40.98,94.59,220.97
2014-12-24,48.14,303.03,42.94,87.77,143.65,41.66,93.78,222.26
2014-12-26,47.88,309.09,42.96,87.77,143.44,41.91,93.21,227.82
2014-12-29,47.45,312.04,42.86,87.68,143.34,41.92,93.07,225.71
2014-12-30,47.02,310.3,42.76,86.97,143.49,42.17,93.02,222.23
2014-12-31,46.45,310.35,42.22,86.16,141.75,42.32,92.45,222.41
2015-01-02,46.76,308.52,42.14,85.68,141.61,42.69,92.83,219.31
2015-01-05,46.325,302.19,42.14,83.27,140.0,41.64,90.29,210.09
2015-01-06,45.65,295.29,42.46,83.09,141.85,40.46,89.81,211.28
2015-01-07,46.23,298.42,42.99,84.22,144.32,40.8,90.72,210.95
2015-01-08,47.59,300.46,43.51,85.53,145.56,41.88,92.23,210.615
2015-01-09,47.19,296.93,43.03,84.44,143.32,40.79,92.1,206.66
2015-01-12,46.6,291.41,42.64,83.36,142.52,40.25,90.33,202.21
2015-01-13,46.355,294.74,42.63,83.55,141.09,40.48,90.0,204.25
2015-01-14,45.955,293.27,42.56,83.46,139.31,39.44,89.74,192.69
2015-01-15,45.48,286.95,42.38,82.25,139.31,38.9,88.96,191.87
2015-01-16,46.24,290.74,42.53,83.8,139.72,39.48,91.12,193.07
2015-01-20,46.39,289.44,43.16,84.26,139.38,40.79,91.09,191.93
2015-01-21,45.92,297.25,43.36,83.72,139.14,41.83,91.87,196.57
2015-01-22,47.13,310.32,43.78,84.38,141.27,45.35,92.87,201.62
2015-01-23,47.18,312.39,43.31,84.39,142.05,45.78,90.89,201.29
2015-01-26,47.01,309.66,43.0,83.6,142.905,46.4,91.76,206.55
2015-01-27,42.66,306.75,42.39,81.77,140.99,45.88,90.95,205.98
2015-01-28,41.19,303.91,41.92,80.74,139.62,45.8,87.95,199.37
2015-01-29,42.01,311.78,42.1,81.38,140.64,46.99,87.58,205.2
2015-01-30,40.4,354.53,41.17,82.03,142.99,45.18,87.42,203.6
2015-02-02,41.28,364.47,41.59,82.98,146.0,44.53,89.58,210.94
2015-02-03,41.6,363.55,41.63,83.81,153.75,43.25,92.25,218.36
2015-02-04,41.84,364.75,41.68,84.18,155.92,44.64,91.46,218.55
2015-02-05,42.45,373.89,41.79,85.82,149.09,44.47,92.36,220.99
2015-02-06,42.41,374.28,41.45,84.16,148.7,44.14,91.5,217.36
2015-02-09,42.36,370.56,41.23,84.59,147.54,43.26,91.56,217.48
2015-02-10,42.6,372.995,42.4,84.23,148.22,43.78,91.01,216.29
2015-02-11,42.38,375.14,42.37,84.46,147.46,43.5,90.6,212.8
2015-02-12,43.09,377.17,42.17,87.52,147.76,43.5,92.37,202.88
2015-02-13,43.87,381.83,41.99,87.14,147.1,43.3,93.37,203.77
2015-02-17,43.58,375.43,41.81,87.52,147.53,42.59,93.05,204.35
2015-02-18,43.53,373.37,41.73,87.73,147.23,43.55,91.01,204.46
2015-02-19,43.5,378.995,42.11,89.2,146.665,43.76,89.44,211.705
2015-02-20,43.855,383.66,41.97,90.79,147.535,44.78,89.92,217.11
2015-02-23,44.15,380.14,41.85,91.12,148.39,44.69,89.01,207.335
2015-02-24,44.09,378.59,42.13,91.32,148.21,45.35,89.42,204.11
2015-02-25,43.99,385.37,42.05,92.67,147.48,44.12,89.6,203.76
2015-02-26,44.055,384.8,42.46,91.26,146.65,44.08,88.65,207.19
2015-02-27,43.85,380.16,43.3,90.13,146.96,43.24,88.54,203.34
2015-03-02,43.88,385.655,43.2,92.02,147.94,44.22,88.04,197.325
2015-03-03,43.28,384.61,42.95,90.97,147.37,43.96,87.62,199.56
2015-03-04,43.055,382.72,42.5,91.71,147.17,44.01,87.18,202.435
2015-03-05,43.11,387.83,42.4,92.81,151.17,44.1,86.74,200.63
2015-03-06,42.36,380.09,41.52,90.79,149.545,43.3,85.63,193.88
2015-03-09,42.85,378.56,41.39,91.12,150.68,43.4,85.16,190.88
2015-03-10,42.03,369.51,40.69,88.84,148.16,42.94,84.26,190.32
2015-03-11,41.98,366.37,40.1,86.97,147.4,43.84,84.02,193.74
2015-03-12,41.02,374.24,40.57,89.25,149.44,44.97,84.22,191.07
2015-03-13,41.38,370.58,39.91,87.75,149.28,44.51,83.87,188.68
2015-03-16,41.56,373.35,40.29,88.71,149.99,45.5,84.76,195.7
2015-03-17,41.695,371.92,40.51,87.97,150.03,46.21,84.08,194.73
2015-03-18,42.5,375.135,40.6,88.88,150.93,45.74,86.07,200.71
2015-03-19,42.285,373.24,40.02,89.02,151.31,46.35,84.41,195.65
2015-03-20,42.88,378.49,40.65,89.82,152.59,46.36,84.54,198.08
2015-03-23,42.855,375.11,40.62,89.33,152.93,45.44,85.43,199.63
2015-03-24,42.9,374.09,40.47,89.49,153.14,44.92,84.52,201.72
2015-03-25,41.46,370.96,40.45,87.37,151.09,43.72,84.86,194.3
2015-03-26,41.21,367.35,40.35,87.93,150.06,43.18,84.32,190.405
2015-03-27,40.97,370.56,40.08,87.25,150.47,44.24,83.58,185.0
2015-03-30,40.96,374.59,40.51,87.67,152.365,44.58,85.63,190.57
2015-03-31,40.655,372.1,40.55,86.39,151.495,44.3,85.0,188.77
2015-04-01,40.72,370.255,40.68,86.74,150.24,43.45,84.46,187.59
2015-04-02,40.29,372.25,40.68,87.03,151.63,42.86,84.3,191.0
2015-04-06,41.545,377.04,41.17,87.34,152.5,41.09,85.13,203.1
2015-04-07,41.53,374.41,41.01,87.92,151.78,41.34,85.75,203.25
2015-04-08,41.42,381.2,40.89,89.32,152.0,42.85,84.06,207.67
2015-04-09,41.48,383.54,41.05,89.06,148.81,42.82,84.65,210.09
2015-04-10,41.72,382.65,40.88,88.57,149.635,42.82,85.56,210.9
2015-04-13,41.76,382.36,40.7,88.25,149.02,42.76,85.34,209.78
2015-04-14,41.65,385.11,40.51,89.12,149.52,42.5,86.63,207.46
2015-04-15,42.255,383.45,40.4,89.25,149.07,41.87,88.08,207.83
2015-04-16,42.16,386.04,40.6,88.72,147.11,42.25,87.73,206.7
2015-04-17,41.615,375.56,40.3,86.93,144.57,41.79,86.93,206.79
2015-04-20,42.905,389.51,40.66,87.33,146.31,42.57,87.24,205.27
2015-04-21,42.635,391.18,40.78,87.77,147.34,43.03,86.88,209.41
2015-04-22,42.985,389.8,41.31,91.2,146.98,42.85,87.46,219.44
2015-04-23,43.34,389.99,40.95,90.88,147.3,43.26,87.54,218.6
2015-04-24,47.87,445.1,40.89,90.72,148.12,43.49,86.97,218.425
2015-04-27,48.03,438.56,40.83,89.75,146.96,42.29,87.01,231.55
2015-04-28,49.155,429.31,40.77,90.23,146.61,41.89,87.8,230.48
2015-04-29,49.06,429.37,40.49,90.25,144.46,40.95,87.87,232.45
2015-04-30,48.64,421.78,40.56,90.21,143.05,40.56,87.37,226.05
2015-05-01,48.655,422.87,40.91,91.25,145.39,42.6,88.85,226.03
2015-05-04,48.24,423.04,40.96,91.18,145.75,41.83,89.11,230.51
2015-05-05,47.6,421.19,40.75,90.78,144.5,40.53,88.61,232.95
2015-05-06,46.28,419.1,40.66,90.57,144.77,40.88,88.19,230.43
2015-05-07,46.7,426.88,40.7,92.05,144.56,42.1,87.6,236.8
2015-05-08,47.75,433.69,40.98,93.51,145.88,43.23,88.99,236.61
2015-05-11,47.37,432.85,40.94,92.52,144.27,43.02,86.78,239.49
2015-05-12,47.35,431.02,40.69,92.39,144.07,42.25,87.02,244.74
2015-05-13,47.625,426.87,41.05,92.52,143.24,41.27,86.56,243.18
2015-05-14,48.72,432.28,41.5,93.84,142.6,42.12,86.97,244.1
2015-05-15,48.295,426.0,41.52,93.22,144.83,41.89,87.35,248.84
2015-05-18,48.01,425.24,41.32,93.08,145.06,42.14,86.85,248.75
2015-05-19,47.58,421.71,41.31,93.8,144.74,40.91,86.99,247.14
2015-05-20,47.58,423.86,41.35,93.24,143.49,37.19,87.13,244.35
2015-05-21,47.42,431.63,41.23,92.9,143.94,37.23,87.21,245.62
