Date,MSFT,AMZN,KO,MA,COST,LUV,XOM,TSLA
2010-06-29,23.31,108.61,50.33,202.99,55.63,11.11,57.29,23.89
2010-06-30,23.01,109.26,50.12,199.53,54.83,11.11,57.07,23.83
2010-07-01,23.16,110.96,50.03,202.7,54.9,10.99,56.61,21.96
2010-07-02,23.27,109.14,50.05,202.77,54.23,10.75,56.57,19.2
2010-07-06,23.82,110.06,50.43,200.03,54.0,10.63,57.46,16.11
2010-07-07,24.3,113.43,51.47,207.57,54.29,11.29,58.43,15.8
2010-07-08,24.4095,116.22,52.42,209.67,55.71,11.43,58.81,17.46
2010-07-09,24.27,117.26,52.4,215.52,56.19,11.59,58.78,17.4
2010-07-12,24.83,119.51,52.45,213.67,55.93,11.86,58.94,17.05
2010-07-13,25.13,123.65,52.72,214.63,56.51,12.1,59.42,18.14
2010-07-14,25.44,123.3,52.82,213.17,56.35,12.06,59.26,19.84
2010-07-15,25.51,122.06,52.85,211.81,56.55,12.03,59.27,19.89
2010-07-16,24.89,118.49,52.37,197.22,54.98,11.76,57.96,20.64
2010-07-19,25.23,119.94,52.27,195.83,54.82,11.5,58.43,21.91
2010-07-20,25.48,120.1,53.24,205.3,55.09,11.47,58.95,20.3
2010-07-21,25.12,117.43,54.08,201.5,53.61,11.37,58.17,20.22
2010-07-22,25.84,120.07,54.26,208.4,54.9,11.69,59.38,21.0
2010-07-23,25.81,118.87,54.75,212.94,55.95,11.82,59.72,21.29
2010-07-26,26.1,118.4,54.94,212.83,55.71,12.07,60.39,20.95
2010-07-27,26.16,117.13,55.05,214.23,57.21,12.0,60.81,20.55
2010-07-28,25.95,117.13,54.88,210.09,56.51,12.01,60.91,20.72
2010-07-29,26.03,116.86,54.99,208.37,56.21,12.01,60.34,20.35
2010-07-30,25.81,117.89,55.11,210.04,56.71,12.05,59.68,19.94
2010-08-02,26.33,120.07,56.41,202.52,56.84,12.31,61.94,20.92
2010-08-03,26.16,122.42,56.38,200.91,56.55,12.07,62.72,21.95
2010-08-04,25.73,127.58,56.55,205.3,57.4,12.15,62.72,21.26
2010-08-05,25.37,127.83,56.37,201.63,56.46,12.06,62.71,20.45
2010-08-06,25.55,128.32,56.75,207.42,56.54,11.95,61.97,19.59
2010-08-09,25.61,128.83,57.11,214.89,57.16,12.14,62.45,19.6
2010-08-10,25.07,130.0,56.98,216.35,56.98,11.9,61.93,19.03
2010-08-11,24.86,125.89,56.04,209.66,55.87,11.43,60.39,17.9
2010-08-12,24.49,126.56,55.69,211.83,55.67,11.43,60.23,17.6
2010-08-13,24.4,124.69,55.73,210.64,55.31,11.4,59.91,18.32
2010-08-16,24.5,126.07,55.88,210.44,55.37,11.34,59.88,18.78
2010-08-17,24.71,128.86,56.12,214.03,55.83,11.5,60.82,19.15
2010-08-18,24.82,129.65,55.84,212.86,55.68,11.54,60.15,18.77
2010-08-19,24.44,127.57,55.28,208.89,55.01,11.2,59.29,18.79
2010-08-20,24.23,127.76,55.3,206.37,55.04,11.27,58.89,19.1
2010-08-23,24.28,126.6,55.6,205.19,54.9,11.05,59.5,20.13
2010-08-24,24.04,124.53,55.66,202.51,55.6,11.01,58.94,19.2
2010-08-25,24.1,126.85,55.39,206.11,57.07,10.94,58.91,19.9
2010-08-26,23.82,124.86,55.16,203.17,56.28,10.82,58.48,19.75
2010-08-27,23.93,126.64,56.16,206.62,56.19,11.13,59.8,19.7
2010-08-30,23.64,123.79,55.55,202.7,56.07,10.99,59.0,19.87
2010-08-31,23.465,124.83,55.8825,198.36,56.5,11.05,59.11,19.48
2010-09-01,23.9,132.49,57.31,201.08,57.79,11.5,60.91,20.45
2010-09-02,23.94,135.21,57.38,204.73,58.59,11.53,61.06,21.06
2010-09-03,24.29,138.79,57.56,206.98,58.57,11.57,61.32,21.05
2010-09-07,23.96,137.22,57.63,200.52,58.64,11.44,60.55,20.54
2010-09-08,23.93,139.14,57.83,194.4,59.21,11.51,60.75,20.9
2010-09-09,24.01,140.38,58.29,191.98,58.94,11.48,61.05,20.71
2010-09-10,23.85,142.44,58.52,198.14,59.54,11.52,61.2,20.17
2010-09-13,25.11,145.07,58.03,193.03,60.05,11.48,61.0,20.72
2010-09-14,25.03,145.75,57.59,199.75,61.04,11.5,61.01,21.12
2010-09-15,25.115,145.45,57.42,210.18,61.19,11.8,61.0,21.98
2010-09-16,25.33,148.13,57.51,210.29,61.24,11.95,60.97,20.94
2010-09-17,25.22,148.325,57.56,213.67,61.29,11.83,60.78,20.23
2010-09-20,25.43,151.3048,57.97,218.71,61.28,12.17,61.55,21.055
2010-09-21,25.15,150.73,58.11,216.99,61.27,12.16,61.54,20.77
2010-09-22,24.61,151.83,58.23,219.03,62.33,12.08,61.45,19.87
2010-09-23,24.43,152.85,57.87,219.43,62.5,11.87,61.15,19.56
2010-09-24,24.775,160.73,58.62,221.57,64.05,12.28,61.75,20.1
2010-09-27,24.7325,159.37,58.6,222.37,63.73,13.35,61.71,20.53
2010-09-28,24.6775,159.7,59.1,223.0,65.0,13.24,62.06,21.4
2010-09-29,24.5,158.99,58.76,222.63,64.67,13.19,61.59,21.98
2010-09-30,24.49,157.06,58.52,224.0,64.49,13.07,61.79,20.405
2010-10-01,24.38,153.71,59.12,224.78,65.05,12.94,62.54,20.6
2010-10-04,23.91,155.39,58.88,222.64,64.56,12.82,62.19,20.99
2010-10-05,24.35,160.87,59.66,225.9,64.66,13.02,63.26,21.12
2010-10-06,24.43,155.4,59.8,223.3,65.41,12.94,63.94,20.46
2010-10-07,24.53,156.27,59.44,220.86,65.26,12.88,63.85,20.43
2010-10-08,24.57,155.55,59.41,222.59,64.29,13.04,64.38,20.43
2010-10-11,24.59,153.03,59.56,222.86,64.32,12.86,64.55,20.24
2010-10-12,24.83,156.48,59.6,222.13,63.34,12.99,64.7,20.24
2010-10-13,25.34,155.17,59.94,230.89,63.36,12.97,65.04,20.54
2010-10-14,25.23,155.53,59.91,232.66,63.18,12.86,65.3,20.75
2010-10-15,25.54,164.64,59.94,233.7,63.7,12.95,65.19,20.54
2010-10-18,25.82,163.56,60.0,235.45,63.21,13.02,66.28,20.23
2010-10-19,25.1,158.67,60.34,237.05,62.21,12.69,65.12,20.05
2010-10-20,25.31,158.67,61.15,240.52,62.61,13.16,66.01,20.65
2010-10-21,25.42,164.97,61.47,243.19,63.6,13.62,66.32,20.75
2010-10-22,25.3775,169.13,61.61,242.64,64.03,13.47,66.34,20.72
2010-10-25,25.19,169.0,61.01,245.15,64.11,13.54,66.2,20.85
2010-10-26,25.9,169.95,61.24,243.52,63.68,13.57,66.53,21.36
2010-10-27,26.05,167.51,61.19,245.76,62.98,13.76,65.67,21.0
2010-10-28,26.28,166.84,61.21,239.52,62.8,13.76,66.22,21.19
2010-10-29,26.665,165.23,61.32,240.06,62.77,13.76,66.49,21.84
2010-11-01,26.95,162.58,61.71,238.99,63.28,13.87,66.95,21.41
2010-11-02,27.39,164.61,61.86,245.98,63.72,14.08,67.84,21.25
2010-11-03,27.03,168.47,61.95,251.83,63.16,14.11,67.97,21.77
2010-11-04,27.14,168.93,62.45,254.89,65.48,14.24,69.38,24.9
2010-11-05,26.85,170.77,62.58,256.29,65.4,14.19,70.0,24.44
2010-11-08,26.81,171.99,62.46,252.76,64.81,14.26,70.32,24.98
2010-11-09,26.95,170.27,62.64,251.52,64.22,13.93,70.63,24.63
2010-11-10,26.94,173.33,62.55,253.57,64.45,13.69,71.13,29.36
2010-11-11,26.68,170.37,62.8,252.07,65.35,13.69,71.83,28.035
2010-11-12,26.27,165.68,62.92,243.17,65.2,13.56,70.99,29.84
2010-11-15,26.2,158.9,62.96,242.93,65.48,13.51,70.48,30.8
2010-11-16,25.81,157.78,62.08,233.06,65.74,13.3,68.94,29.67
2010-11-17,25.57,158.35,62.52,234.57,67.02,13.31,69.01,29.49
2010-11-18,25.8375,164.17,63.84,242.49,66.41,13.56,70.31,29.89
2010-11-19,25.69,164.82,64.32,243.88,66.56,13.57,70.54,30.99
2010-11-22,25.73,170.39,64.27,243.41,67.26,13.64,70.19,33.4
2010-11-23,25.12,168.2,63.62,235.65,66.9,13.42,68.98,34.57
2010-11-24,25.37,177.25,64.61,237.79,67.54,13.75,69.88,35.47
2010-11-26,25.25,177.2,64.11,235.15,67.22,13.53,69.23,35.32
2010-11-29,25.31,179.49,63.39,235.56,66.97,13.55,69.45,34.33
2010-11-30,25.2575,175.4,63.17,237.03,67.61,13.32,69.56,35.33
2010-12-01,26.04,176.55,64.7,248.19,68.31,13.42,71.33,34.35
2010-12-02,26.89,176.53,64.9,249.19,69.01,13.28,71.48,32.35
2010-12-03,27.02,175.68,64.5,249.08,68.39,13.2,71.19,31.49
2010-12-06,26.84,178.05,63.99,253.16,69.19,13.01,71.31,30.31
2010-12-07,26.87,176.77,64.14,246.78,69.64,12.95,71.46,31.56
2010-12-08,27.23,176.29,64.39,250.64,69.25,12.82,71.85,32.37
2010-12-09,27.08,174.85,64.83,251.22,71.02,12.85,72.0,32.05
2010-12-10,27.34,175.62,64.65,254.76,71.25,12.9,72.18,31.52
2010-12-13,27.245,174.25,64.85,259.35,70.74,12.84,72.36,30.55
2010-12-14,27.62,173.94,63.9,254.12,71.21,12.88,72.18,28.53
2010-12-15,27.85,175.57,64.74,249.22,71.05,12.6,71.85,29.6
2010-12-16,27.9875,178.04,65.34,223.49,72.12,12.64,72.22,30.81
2010-12-17,27.9025,177.58,65.7,221.26,71.84,12.93,72.17,31.36
2010-12-20,27.81,183.29,65.31,223.54,72.31,12.94,72.22,31.7
2010-12-21,28.07,184.75,65.49,219.78,72.32,13.1,72.72,32.26
2010-12-22,28.1875,184.76,65.59,217.4,72.27,13.09,72.8,32.63
2010-12-23,28.3,182.59,65.58,218.3,72.24,12.94,73.2,30.09
2010-12-27,28.07,182.14,65.07,224.65,72.08,12.99,73.01,25.549
2010-12-28,28.01,181.09,65.36,224.52,72.71,13.08,73.42,26.41
2010-12-29,27.97,183.37,65.45,225.46,72.7,13.06,73.37,27.73
2010-12-30,27.85,182.75,65.5,223.72,72.85,12.97,73.36,26.5
2010-12-31,27.91,180.0,65.77,224.11,72.21,12.98,73.12,26.63
2011-01-03,27.98,184.22,65.22,220.85,72.47,13.24,74.55,26.62
2011-01-04,28.0875,185.01,63.87,223.7,72.33,13.32,74.9,26.67
2011-01-05,28.0,187.42,63.49,230.29,70.99,13.31,74.7,26.83
2011-01-06,28.82,185.86,63.03,231.12,70.65,13.16,75.18,27.88
2011-01-07,28.6,185.49,62.92,231.09,70.65,13.29,75.59,28.24
2011-01-10,28.22,184.68,63.06,230.2,70.48,13.3,75.13,28.45
2011-01-11,28.11,184.34,62.69,229.4,71.07,13.07,75.69,26.96
2011-01-12,28.55,184.08,63.04,232.83,71.49,13.16,76.58,26.96
2011-01-13,28.19,185.53,63.4,233.51,71.6,13.09,76.71,26.22
2011-01-14,28.3,188.75,63.13,236.91,72.51,13.24,77.84,25.75
2011-01-18,28.66,191.25,63.48,237.63,72.6,13.08,78.71,25.64
2011-01-19,28.47,186.87,63.42,235.36,72.07,12.83,78.24,24.03
2011-01-20,28.3525,181.96,62.93,235.1,72.36,12.79,77.75,22.62
2011-01-21,28.02,177.42,62.77,233.53,72.77,12.57,78.98,23.04
2011-01-24,28.38,176.85,63.25,239.0,72.62,12.76,78.59,24.49
2011-01-25,28.45,176.7,62.96,241.54,72.46,12.5,78.68,24.68
2011-01-26,28.78,175.39,62.96,240.18,72.62,12.46,79.66,24.75
2011-01-27,28.87,184.45,62.7,239.11,73.12,12.49,79.88,24.92
2011-01-28,27.751,171.14,62.21,234.87,71.93,11.93,78.99,24.01
2011-01-31,27.725,169.64,62.85,236.51,71.84,11.85,80.68,24.1
2011-02-01,27.9925,172.11,63.05,238.15,72.43,11.85,83.91,23.91
2011-02-02,27.94,173.53,62.86,239.39,70.85,11.57,83.41,23.94
2011-02-03,27.65,173.71,62.57,245.39,74.03,11.68,83.44,23.63
2011-02-04,27.77,175.93,62.56,247.24,74.13,11.72,83.28,23.46
2011-02-07,28.1975,176.43,62.52,249.98,74.25,12.02,83.93,23.07
2011-02-08,28.2825,183.06,62.87,249.61,74.8,12.18,82.98,24.49
2011-02-09,27.97,185.3,63.15,248.5,74.67,12.27,82.55,23.21
2011-02-10,27.5,186.21,63.54,252.13,74.55,12.31,83.2,23.215
2011-02-11,27.25,189.25,63.57,253.49,75.04,12.39,82.82,23.25
2011-02-14,27.23,190.42,63.14,254.96,74.66,12.19,84.91,23.08
2011-02-15,26.96,189.03,63.19,256.1,74.33,12.37,82.97,22.84
2011-02-16,27.02,186.62,63.4,254.38,74.96,12.38,83.69,24.73
2011-02-17,27.21,187.76,64.55,251.82,74.84,12.5,83.88,23.6
2011-02-18,27.06,186.5,64.55,250.74,75.43,12.57,84.5,23.18
2011-02-22,26.59,180.42,63.76,247.38,73.89,11.88,85.44,21.87
2011-02-23,26.59,176.68,63.91,244.12,72.84,11.69,87.07,21.83
2011-02-24,26.77,177.75,63.88,244.18,72.98,11.76,85.97,22.53
2011-02-25,26.55,177.24,64.31,246.71,73.57,11.79,85.34,23.61
2011-02-28,26.58,173.29,63.92,240.56,74.79,11.83,85.53,23.89
2011-03-01,26.16,169.44,64.91,240.36,73.62,11.71,84.8,23.94
2011-03-02,26.0775,172.02,64.43,246.18,71.76,11.57,85.08,24.02
2011-03-03,26.2,172.79,65.57,251.65,72.49,11.78,85.82,24.36
2011-03-04,25.9525,171.67,65.21,249.75,72.81,11.8,85.08,24.95
2011-03-07,25.72,169.08,65.22,247.27,72.19,11.77,84.72,24.94
2011-03-08,25.91,166.89,65.64,249.0,73.62,12.66,84.6,24.66
2011-03-09,25.89,169.05,65.62,247.98,74.16,12.31,84.38,24.72
2011-03-10,25.41,166.14,65.29,243.56,73.38,12.5,81.38,24.01
2011-03-11,25.68,168.07,64.81,248.42,72.55,12.72,82.12,24.07
2011-03-14,25.69,166.73,63.94,248.84,71.84,12.4,82.38,23.25
2011-03-15,25.39,165.08,63.03,244.65,71.56,12.38,81.39,22.95
2011-03-16,24.79,164.7,61.6,244.3,69.76,12.02,79.31,22.82
2011-03-17,24.78,160.97,62.28,243.76,70.46,11.85,81.16,22.81
2011-03-18,24.8,161.82,62.7,241.68,70.66,12.2,80.85,22.96
2011-03-21,25.33,164.525,63.57,247.96,71.04,12.28,82.84,22.73
2011-03-22,25.295,162.6,63.51,246.76,71.55,12.32,82.56,22.19
2011-03-23,25.54,165.32,64.27,246.86,70.92,12.42,82.6,22.21
2011-03-24,25.81,171.1,64.69,252.31,72.11,12.54,82.73,22.33
2011-03-25,25.62,170.98,65.22,247.7,71.46,12.68,83.62,22.75
2011-03-28,25.41,169.35,65.03,252.37,71.26,12.58,83.47,23.25
2011-03-29,25.49,174.62,65.72,251.71,71.9,12.51,83.25,23.92
2011-03-30,25.61,179.42,66.04,253.66,72.81,12.81,84.49,23.71
2011-03-31,25.39,180.13,66.34,251.72,73.32,12.63,84.13,27.75
2011-04-01,25.48,180.13,67.22,253.55,74.25,12.67,84.68,26.66
2011-04-04,25.55,182.94,67.66,261.25,74.17,12.46,84.87,25.83
2011-04-05,25.78,185.29,67.47,262.93,74.93,12.2,85.42,26.7
2011-04-06,26.15,182.76,67.63,265.48,74.99,12.15,85.18,26.49
2011-04-07,26.2,184.91,67.44,265.17,77.82,11.8,85.76,27.24
2011-04-08,26.07,184.71,67.27,263.06,76.41,11.68,85.95,26.49
2011-04-11,25.98,184.04,67.4,266.61,76.2,11.78,85.16,25.27
2011-04-12,25.64,180.48,66.9,262.96,76.45,11.84,83.18,24.65
2011-04-13,25.63,182.29,67.28,269.76,76.41,11.75,83.16,24.93
2011-04-14,25.42,181.82,68.31,268.87,76.34,11.6,83.44,25.14
2011-04-15,25.37,180.01,68.01,267.58,76.97,11.63,84.29,25.58
2011-04-18,25.08,178.34,67.31,265.05,76.9,11.55,83.1,25.03
2011-04-19,25.15,178.82,67.0899,267.06,76.71,11.57,83.8,25.16
2011-04-20,25.76,183.87,67.85,270.02,78.56,11.63,85.65,25.75
2011-04-21,25.52,185.89,67.88,273.28,78.87,11.31,86.36,26.74
2011-04-25,25.61,185.42,67.74,271.43,78.66,11.51,86.22,26.39
2011-04-26,26.19,182.3,66.93,276.36,79.78,11.68,87.42,26.93
2011-04-27,26.38,196.63,67.0,275.36,81.1,11.77,87.78,27.08
2011-04-28,26.71,195.07,67.41,274.7,81.46,11.81,87.34,27.66
2011-04-29,25.92,195.81,67.46,275.89,80.89,11.75,87.98,27.6
2011-05-02,25.66,201.19,67.72,275.29,81.04,11.61,86.97,27.45
2011-05-03,25.81,198.45,67.88,282.38,80.51,11.54,85.62,26.87
2011-05-04,26.06,199.97,67.46,282.39,80.14,11.64,84.81,26.69
2011-05-05,25.79,197.11,66.7,274.5,79.61,11.91,82.62,26.44
2011-05-06,25.87,197.6,66.9,274.25,80.45,12.11,82.69,27.12
2011-05-09,25.83,200.8,66.95,278.77,81.4,12.0,83.18,27.91
2011-05-10,25.67,203.94,67.34,281.1,82.23,12.1,83.34,28.33
2011-05-11,25.36,204.38,67.32,278.13,81.7,12.14,81.12,27.07
2011-05-12,25.32,206.07,68.31,282.1,83.32,12.14,81.05,27.67
2011-05-13,25.03,202.56,68.18,280.0,82.72,12.07,80.87,27.55
2011-05-16,24.57,192.51,67.83,279.15,82.31,12.14,80.24,26.6
2011-05-17,24.52,194.81,67.99,282.05,82.71,12.22,80.41,25.96
2011-05-18,24.69,197.09,68.3,281.35,83.24,12.27,81.74,26.35
2011-05-19,24.715,198.805,68.46,284.06,83.86,12.4,82.33,28.2
2011-05-20,24.49,198.65,68.3,277.57,83.4,12.27,81.57,27.97
2011-05-23,24.17,196.22,67.49,271.96,82.64,12.14,80.67,26.82
2011-05-24,24.15,193.27,67.47,270.09,81.35,11.97,81.29,26.72
2011-05-25,24.19,192.26,66.91,274.48,80.32,11.84,81.96,28.98
2011-05-26,24.67,195.0,66.7,282.1,80.81,11.79,82.39,29.48
2011-05-27,24.76,194.13,66.51,285.24,81.53,11.83,82.63,29.55
2011-05-31,25.01,196.69,66.81,287.05,82.48,11.83,83.47,30.14
2011-06-01,24.43,192.395,66.76,280.66,80.21,11.59,82.03,28.517
2011-06-02,24.22,193.65,66.04,282.75,79.0,11.57,81.33,28.76
2011-06-03,23.905,188.32,65.53,277.06,77.81,11.56,81.18,30.13
2011-06-06,24.01,185.69,65.42,271.92,77.69,11.23,80.29,28.7
2011-06-07,24.06,187.55,65.2,274.2,78.36,11.34,80.0,28.37
2011-06-08,23.94,188.05,65.4,270.0,78.93,11.08,80.76,27.12
2011-06-09,23.96,189.68,65.89,271.7,79.03,11.05,81.18,27.62
2011-06-10,23.705,186.53,65.39,267.03,78.3,10.93,79.78,27.86
2011-06-13,24.04,186.29,65.12,267.42,78.45,10.93,79.23,28.43
2011-06-14,24.22,189.96,65.61,274.12,79.24,11.09,80.38,28.6
2011-06-15,23.74,185.98,64.97,270.47,77.93,10.77,78.66,27.32
2011-06-16,23.995,183.65,65.49,266.68,78.85,10.77,79.22,26.5
2011-06-17,24.26,186.37,65.62,266.09,79.63,10.94,79.02,26.5
2011-06-20,24.47,187.72,65.83,269.95,81.25,11.04,79.71,26.01
2011-06-21,24.76,194.23,66.26,274.03,81.39,11.16,80.57,27.53
2011-06-22,24.65,191.63,66.4,271.14,80.515,11.02,79.82,27.21
2011-06-23,24.63,194.16,64.98,273.13,80.4,11.41,78.44,27.71
2011-06-24,24.3,192.55,64.93,274.2,79.13,11.36,76.78,27.565
2011-06-27,25.2,201.25,65.21,272.6,79.85,11.39,77.92,27.46
2011-06-28,25.8,202.35,66.03,278.23,79.99,11.43,79.63,28.11
2011-06-29,25.62,204.18,66.71,309.7,80.03,11.39,80.25,28.29
2011-06-30,26.0,204.49,67.29,301.34,81.24,11.42,81.38,29.13
2011-07-01,26.02,209.49,68.09,314.47,81.54,11.64,82.01,29.02
2011-07-05,26.03,213.19,68.3,315.96,81.29,11.39,81.6,29.14
2011-07-06,26.33,214.19,68.53,312.9,82.64,11.45,81.57,28.96
2011-07-07,26.77,216.74,68.75,319.02,82.06,11.61,82.36,29.73
2011-07-08,26.92,218.28,68.68,315.29,81.41,11.38,82.42,28.81
2011-07-11,26.63,212.55,68.1,307.46,80.68,11.04,81.9,28.35
2011-07-12,26.54,211.23,67.85,303.91,80.71,10.91,81.89,28.17
2011-07-13,26.63,213.5,68.06,305.89,80.84,10.88,82.48,28.64
2011-07-14,26.47,210.38,67.67,305.68,80.33,10.75,82.24,27.61
2011-07-15,26.78,212.87,67.53,307.55,79.865,10.72,83.0,27.58
2011-07-18,26.59,211.53,67.12,307.55,79.11,10.46,82.65,27.23
2011-07-19,27.54,218.06,69.32,311.39,80.81,10.58,83.63,27.89
2011-07-20,27.06,215.55,68.87,308.27,80.69,10.49,83.3,28.69
2011-07-21,27.095,213.21,69.34,310.52,81.52,10.47,85.02,28.7
2011-07-22,27.53,216.52,69.73,314.14,81.67,10.42,85.22,29.29
2011-07-25,27.91,213.49,69.26,316.35,81.16,10.24,84.57,28.49
2011-07-26,28.08,214.18,69.19,312.76,80.55,10.12,84.37,28.0
2011-07-27,27.33,222.518,68.69,303.09,78.39,9.94,83.31,27.64
2011-07-28,27.72,223.9,68.81,306.9,78.33,9.79,81.46,28.17
2011-07-29,27.4,222.52,68.01,303.25,78.25,9.96,79.79,28.17
2011-08-01,27.27,221.32,67.73,304.12,77.705,9.72,79.6,28.77
2011-08-02,26.8,211.7,67.07,298.49,75.83,9.39,77.84,27.34
2011-08-03,26.92,209.96,68.4,338.47,77.08,9.65,77.72,27.2
2011-08-04,25.94,201.48,65.82,322.6,76.51,8.84,73.84,24.75
2011-08-05,25.68,202.7,66.77,326.54,76.74,8.47,74.82,24.24
2011-08-08,24.48,193.7,65.12,291.96,70.62,8.08,70.19,23.64
2011-08-09,25.58,205.09,66.68,322.81,74.66,8.44,71.64,25.06
2011-08-10,24.2,194.13,63.96,303.71,70.39,8.17,68.03,23.82
2011-08-11,25.19,198.36,66.47,327.39,72.61,8.29,71.58,25.3
2011-08-12,25.1,202.3,67.14,328.07,72.79,8.31,72.0,26.31
2011-08-15,25.51,202.95,68.2,335.0,74.08,8.5,74.29,26.23
2011-08-16,25.35,197.68,68.17,335.0,75.135,8.53,73.5,26.1
2011-08-17,25.245,195.93,69.28,326.22,76.12,8.47,74.16,25.83
2011-08-18,24.67,182.52,67.76,304.91,74.36,8.04,70.94,24.26
2011-08-19,24.05,178.93,67.1,300.16,74.36,7.89,69.8,22.3
2011-08-22,23.98,177.54,67.27,306.0,74.42,7.85,70.18,21.95
2011-08-23,24.72,193.55,69.06,322.39,76.22,8.01,73.66,22.96
2011-08-24,24.9,193.73,69.68,325.2,77.49,8.21,73.54,23.87
2011-08-25,24.57,192.03,67.97,322.86,75.86,8.12,71.77,23.11
2011-08-26,25.25,199.27,68.5,325.33,77.21,8.2,72.64,23.73
2011-08-29,25.84,206.53,69.73,327.37,77.79,8.68,74.12,24.71
2011-08-30,26.23,210.92,69.86,329.73,78.07,8.54,73.91,24.63
2011-08-31,26.6,215.23,70.45,329.71,78.54,8.62,74.02,24.74
2011-09-01,26.21,212.54,70.45,330.06,79.48,8.43,73.49,24.0
2011-09-02,25.8,210.0,69.74,320.68,78.56,8.25,72.14,23.07
2011-09-06,25.51,216.18,69.43,323.0,78.4,8.06,71.15,22.94
2011-09-07,26.0,219.9,70.8,339.1,80.61,8.35,73.65,23.84
2011-09-08,26.22,217.26,71.17,337.91,80.76,8.13,72.82,23.61
2011-09-09,25.74,211.39,69.37,322.02,78.9,8.06,71.01,22.97
2011-09-12,25.89,216.56,69.38,322.04,79.72,7.96,71.84,22.88
2011-09-13,26.04,219.53,69.1,328.86,80.71,8.31,71.65,24.08
2011-09-14,26.5,222.57,69.77,337.23,81.9,8.5,72.64,24.34
2011-09-15,26.99,226.78,71.02,347.94,83.01,8.6,74.01,24.82
2011-09-16,27.12,239.3,71.23,346.95,84.24,8.97,74.55,25.8
2011-09-19,27.21,241.69,70.49,347.98,85.03,8.67,73.7,25.77
2011-09-20,26.98,233.25,70.65,353.78,85.07,8.49,74.01,26.01
2011-09-21,25.99,231.87,69.28,340.97,84.43,8.3,71.97,25.85
2011-09-22,25.06,223.23,67.82,330.96,83.185,8.03,69.24,25.63
2011-09-23,25.06,223.61,67.42,337.03,83.37,8.38,69.31,26.38
2011-09-26,25.44,229.85,68.76,334.4,84.45,8.71,71.72,25.52
2011-09-27,25.67,224.21,69.57,338.11,84.33,8.53,72.91,26.19
2011-09-28,25.575,229.71,68.06,329.82,83.79,8.53,72.07,24.59
2011-09-29,25.45,222.44,69.05,328.37,82.98,8.63,73.88,24.12
2011-09-30,24.89,216.23,67.56,317.16,82.13,8.04,72.63,24.39
2011-10-03,24.53,211.98,65.42,310.88,81.63,7.35,71.15,23.73
2011-10-04,25.34,212.5,65.23,307.66,81.65,7.5,72.83,23.66
2011-10-05,25.89,219.498,65.53,313.33,80.25,7.57,73.95,25.37
2011-10-06,26.34,221.51,65.39,316.26,79.2,7.86,73.89,26.96
2011-10-07,26.25,224.74,65.9,311.46,79.02,7.69,73.56,26.99
2011-10-10,26.94,231.32,66.9,325.81,81.23,7.97,76.28,27.88
2011-10-11,27.0,235.48,66.8,329.51,80.9,8.15,76.27,27.61
2011-10-12,26.96,236.81,67.48,327.99,81.42,8.33,77.16,27.8
2011-10-13,27.18,236.15,67.4,335.99,81.67,8.61,76.37,27.94
2011-10-14,27.27,246.71,67.85,341.58,81.77,8.61,78.11,28.05
2011-10-17,26.98,242.33,67.0,335.12,82.36,8.61,77.47,27.42
2011-10-18,27.31,243.88,66.74,339.89,84.57,8.82,78.89,28.34
2011-10-19,27.13,231.53,67.03,323.77,84.38,8.71,78.43,27.57
2011-10-20,27.04,233.61,67.12,325.68,84.26,9.1,78.71,27.34
2011-10-21,27.16,234.78,68.19,333.4,85.3,8.87,80.13,28.03
2011-10-24,27.19,237.61,67.87,340.69,84.48,9.06,80.17,28.55
2011-10-25,26.81,227.15,66.95,327.51,83.23,8.72,79.44,28.25
2011-10-26,26.59,198.4,67.47,329.06,83.73,8.63,81.07,27.98
2011-10-27,27.25,206.78,68.57,349.15,85.22,8.85,81.88,28.76
2011-10-28,26.98,217.32,68.93,354.58,84.93,8.78,81.48,29.87
2011-10-31,26.63,213.51,68.32,347.24,83.25,8.55,78.09,29.37
2011-11-01,25.99,212.105,67.04,334.3,83.35,8.46,75.94,28.88
2011-11-02,26.01,215.62,67.77,357.66,84.43,8.48,77.37,28.71
2011-11-03,26.53,218.29,68.65,366.59,84.7,8.59,78.86,32.46
2011-11-04,26.25,216.48,67.78,360.09,83.81,8.53,78.52,32.31
2011-11-07,26.8,217.0,68.21,365.91,84.16,8.42,79.35,31.27
2011-11-08,27.16,217.99,68.65,368.07,85.0,8.47,79.76,31.84
2011-11-09,26.2,211.22,67.03,357.44,83.41,8.17,77.39,30.88
2011-11-10,26.28,210.79,67.39,360.11,82.72,8.11,78.7,31.33
2011-11-11,26.91,217.39,68.12,370.15,83.04,8.21,79.72,33.64
2011-11-14,26.76,218.93,67.79,367.27,83.45,8.19,78.96,33.22
2011-11-15,26.74,217.83,68.0,371.33,84.48,8.2,79.09,33.93
2011-11-16,26.07,211.99,67.01,361.0,82.94,8.05,78.25,34.94
2011-11-17,25.54,204.52,66.62,359.39,81.98,7.78,77.86,33.68
2011-11-18,25.3,197.14,67.39,360.42,81.72,7.81,77.9,32.6
2011-11-21,25.0,189.25,65.95,351.8,81.29,7.73,76.91,31.76
2011-11-22,24.79,192.34,65.97,354.55,81.81,7.65,76.03,32.07
2011-11-23,24.47,188.99,64.87,347.05,80.76,7.4,74.58,31.45
