Date,0
2020-01-02,1000000.0000000002
2020-01-03,1000911.6015421744
2020-01-06,1000066.9348257389
2020-01-07,999228.6254315786
2020-01-08,997852.8922534921
2020-01-09,998293.7217156682
2020-01-10,1001995.7727175611
2020-01-13,996780.1452047073
2020-01-14,999015.6541352923
2020-01-15,1005051.5266396784
2020-01-16,1006785.1928160811
2020-01-17,1005130.6934302852
2020-01-21,1003317.7054174686
2020-01-22,999906.714007687
2020-01-23,1007997.6216503908
2020-01-24,1011950.6351555361
2020-01-27,1021020.3338485848
2020-01-28,1011715.531239559
2020-01-29,1017455.2661189868
2020-01-30,1013910.4623866065
2020-01-31,1014219.0911717648
2020-02-03,1014219.091171765
2020-02-04,991207.2984894395
2020-02-05,1005365.8029544771
2020-02-06,1007410.7162344685
2020-02-07,1005576.3778352434
2020-02-10,993619.636737695
2020-02-11,998411.6096094958
2020-02-12,999514.3034976635
2020-02-13,999430.4295451369
2020-02-14,1001734.2238494817
2020-02-18,1004714.0874091812
2020-02-19,999020.2842359155
2020-02-20,994078.232642267
2020-02-21,993104.609306769
2020-02-24,992071.5018804747
2020-02-25,985169.5290603668
2020-02-26,984399.6453989985
2020-02-27,993514.8896816473
2020-02-28,988213.6742819241
2020-03-02,988213.6742819239
2020-03-03,982709.0926315261
2020-03-04,979249.88834527
2020-03-05,964328.6319232166
2020-03-06,971388.2738728434
2020-03-09,999291.3872356184
2020-03-10,985901.952625344
2020-03-11,999617.6352169717
2020-03-12,1021950.1515580881
2020-03-13,1027395.4890971505
2020-03-16,1076922.7819124863
2020-03-17,1074407.6124608337
2020-03-18,1149186.0912672419
2020-03-19,1093995.297429797
2020-03-20,1109172.510843029
2020-03-23,1108430.5385319004
2020-03-24,1054867.4716843774
2020-03-25,1054357.9693815385
2020-03-26,1048221.734070706
2020-03-27,1058554.4352051641
2020-03-30,1039407.5648952087
2020-03-31,1039894.6003979093
2020-04-01,1055213.6462603735
2020-04-01,1055213.6462603738
2020-04-02,1018391.9756437663
2020-04-03,1016892.9825145017
2020-04-06,1043528.2429311288
2020-04-07,1060712.0408393317
2020-04-08,1062379.3968509627
2020-04-09,1083652.9886659307
2020-04-13,1051517.3197213956
2020-04-14,1051006.5350919587
2020-04-15,1029505.0491450741
2020-04-16,1002394.0338827486
2020-04-17,1025927.3979394855
2020-04-20,1019975.0764941886
2020-04-21,1033392.1048554052
2020-04-22,1029872.4246851095
2020-04-23,1038949.2171326973
2020-04-24,1043571.1548924058
2020-04-27,1054199.5506115893
2020-04-28,1080863.8860143656
2020-04-29,1128945.5551204302
2020-04-30,1116815.2384200678
2020-05-01,1089656.3435526076
2020-05-01,1089656.3435526078
2020-05-04,1070595.3818893267
2020-05-05,1055968.362327899
2020-05-06,1040319.7078928467
2020-05-07,1057880.549239416
2020-05-08,1065465.9466704498
2020-05-11,1047502.9069146982
2020-05-12,1053414.9846421606
2020-05-13,1034514.2337237569
2020-05-14,1041526.7794683488
2020-05-15,1032643.1136866307
2020-05-18,1063596.8560770466
2020-05-19,1062355.2429890523
2020-05-20,1072666.1238756953
2020-05-21,1085993.9577314472
2020-05-22,1090423.6286396196
2020-05-26,1117226.5520116962
2020-05-27,1147927.3766188966
2020-05-28,1127510.3305329126
2020-05-29,1109981.6740196208
2020-06-01,1127274.7252969327
2020-06-01,1127274.7252969325
2020-06-02,1152616.2767426255
2020-06-03,1193495.1737632842
2020-06-04,1223349.3688749832
2020-06-05,1259281.4703413052
2020-06-08,1309229.9684952975
2020-06-09,1268286.0186595619
2020-06-10,1219476.4414214075
2020-06-11,1176541.062584478
2020-06-12,1207279.0105242948
2020-06-15,1209688.736007182
2020-06-16,1220673.2639734624
2020-06-17,1218329.4910722391
2020-06-18,1210449.4321884771
2020-06-19,1190097.2838778885
2020-06-22,1194624.3943597362
2020-06-23,1206874.4070177213
2020-06-24,1174592.1646524016
2020-06-25,1185177.2452795808
2020-06-26,1177831.2753102758
2020-06-29,1189542.059399035
2020-06-30,1183296.483929311
2020-07-01,1171164.0769047292
2020-07-01,1171164.0769047288
2020-07-02,1159393.4778159268
2020-07-06,1166041.5217494513
2020-07-07,1156338.0710629937
2020-07-08,1145740.471650123
2020-07-09,1127539.1183884263
2020-07-10,1140828.2001513587
2020-07-13,1146883.0028756475
2020-07-14,1138713.3862678902
2020-07-15,1165448.9032835825
2020-07-16,1154871.6535550226
2020-07-17,1149473.5808720794
2020-07-20,1133893.0136740713
2020-07-21,1144652.9078884204
2020-07-22,1142972.5732218048
2020-07-23,1155212.7947524209
2020-07-24,1160199.6590656657
2020-07-27,1161514.29430736
2020-07-28,1156896.6130424407
2020-07-29,1148635.681001847
2020-07-30,1134741.6757888908
2020-07-31,1131211.6395583919
2020-08-03,1131211.6395583916
2020-08-04,1133897.7061465548
2020-08-05,1125651.6665879106
2020-08-06,1138395.85490855
2020-08-07,1147908.4748822707
2020-08-10,1174228.058208219
2020-08-11,1186534.5165610306
2020-08-12,1177630.987417562
2020-08-13,1167217.499959382
2020-08-14,1174926.8849974223
2020-08-17,1165465.4262200915
2020-08-18,1154890.2391837751
2020-08-19,1151821.9869751562
2020-08-20,1147373.8879660065
2020-08-21,1146937.930443305
2020-08-24,1171989.3406393197
2020-08-25,1164719.1025506286
2020-08-26,1151137.1611691588
2020-08-27,1162864.189752109
2020-08-28,1169023.4897549131
2020-08-31,1157945.01696105
2020-09-01,1154033.9487523877
2020-09-01,1154033.9487523877
2020-09-02,1155538.6823539562
2020-09-03,1175631.880640506
2020-09-04,1190329.3919173868
2020-09-08,1193931.4909860627
